X,Y,statename,store_idx
50.005802,49.02392,Bayern,644
74.1918,59.355057,Baden Wuerttemberg,645
-69.98828,-7.5707397,Bayern,646
-54.66662,-4.9784236,Schleswig Holstein,647
-32.085808,-21.741468,Berlin,648
-84.84567,30.36701,Sachsen Anhalt,649
65.81278,26.5575,Bayern,650
25.625082,-61.34053,Nordrhein Westfalen,651
-4.6452427,-35.367794,Thueringen,652
-15.786422,40.224796,Nordrhein Westfalen,653
-41.906452,70.431595,Sachsen,654
48.370377,37.50096,Nordrhein Westfalen,655
-66.76334,-52.794567,Hessen,656
-13.202062,19.344137,Nordrhein Westfalen,657
-34.334713,35.77649,Nordrhein Westfalen,658
-35.083973,63.65715,Hessen,659
-38.5381,44.438637,Bayern,660
15.601898,-55.139256,Hessen,661
34.696835,-22.538233,Niedersachsen/Bremen,662
-19.932829,-15.788169,Baden Wuerttemberg,663
-66.50587,8.018414,Sachsen Anhalt,664
27.256784,62.213505,Hessen,665
0.64819294,-29.923536,Baden Wuerttemberg,666
70.00705,-18.480019,Schleswig Holstein,667
73.984085,-26.420553,Berlin,668
-34.543987,-79.00473,Bayern,669
11.129684,12.215918,Bayern,670
-10.692693,-5.0326643,Bayern,671
57.10873,-61.8051,Sachsen,672
23.270243,16.377043,Baden Wuerttemberg,673
31.747334,55.063976,Nordrhein Westfalen,674
-48.609653,43.646194,Nordrhein Westfalen,675
10.193274,-11.852012,Hessen,676
35.51892,43.18599,Bayern,677
23.47268,16.970848,Nordrhein Westfalen,678
74.586174,-32.123665,Berlin,679
-36.6839,-68.68826,Schleswig Holstein,680
-90.96236,-39.20187,Rheinland Pfalz,681
65.19067,-14.545973,Berlin,682
63.640816,-31.857286,Berlin,683
22.311836,13.151155,Bayern,684
26.411457,51.559753,Nordrhein Westfalen,685
-34.150223,66.50274,Sachsen,686
24.440044,-60.280987,Nordrhein Westfalen,687
-85.40913,-39.96577,Sachsen Anhalt,688
34.540726,-40.731503,Hessen,689
-48.511497,9.79804,Nordrhein Westfalen,690
47.33216,47.75658,Nordrhein Westfalen,691
16.54685,-23.15127,Nordrhein Westfalen,692
-19.362938,-44.614166,Hessen,693
65.10638,31.115795,Bayern,694
-38.26912,45.784676,Nordrhein Westfalen,695
23.575808,-22.97527,Hamburg,696
72.42411,51.99071,Nordrhein Westfalen,697
92.97134,-2.5067165,Berlin,698
76.573326,43.661594,Hessen,699
-90.895744,-37.33813,Hessen,700
-22.55627,-38.805714,Bayern,701
-44.636242,-41.05774,Bayern,702
-85.6324,28.299057,Nordrhein Westfalen,703
67.44382,-12.994424,Berlin,704
30.12925,54.516727,Nordrhein Westfalen,705
-7.187523,-8.235108,Bayern,706
-5.5016913,66.59737,Nordrhein Westfalen,707
-12.46415,-12.586928,Sachsen,708
9.481559,80.27577,Berlin,709
-51.656616,-44.359585,Bayern,710
8.420718,22.16915,Bayern,711
11.457084,20.15461,Bayern,712
75.57497,62.43154,Nordrhein Westfalen,713
-56.70395,-51.3007,Baden Wuerttemberg,714
-35.26658,73.56417,Sachsen Anhalt,715
-1.6576788,-18.164232,Bayern,716
-58.240627,-28.44032,Nordrhein Westfalen,717
20.299658,-16.480282,Hessen,718
2.854469,-17.371277,Bayern,719
40.43024,16.016823,Schleswig Holstein,720
44.335365,14.866408,Schleswig Holstein,721
64.38331,-39.61817,Niedersachsen/Bremen,722
40.374714,8.844776,Hessen,723
-4.1388626,1.6834952,Nordrhein Westfalen,724
-44.152164,-10.587153,Schleswig Holstein,725
71.06034,-15.281167,Sachsen,726
-69.38719,13.319775,Hessen,727
-40.23204,-70.401276,Baden Wuerttemberg,728
70.167076,-16.248901,Nordrhein Westfalen,729
62.207253,-39.392117,Berlin,730
68.46532,53.607407,Nordrhein Westfalen,731
-1.3564563,-77.72666,Schleswig Holstein,732
92.09143,-4.6101437,Nordrhein Westfalen,733
6.595648,41.101524,Nordrhein Westfalen,734
-52.698032,1.9135337,Sachsen Anhalt,735
-54.4506,-30.00275,Bayern,736
-13.1991415,19.341484,Nordrhein Westfalen,737
23.954592,-45.546482,Nordrhein Westfalen,738
56.19183,46.404594,Bayern,739
1.7341492,-36.986393,Hessen,740
18.575188,-41.090015,Niedersachsen/Bremen,741
19.687801,-34.666687,Nordrhein Westfalen,742
-48.17027,37.147167,Sachsen,743
65.80782,28.711334,Bayern,744
15.540668,52.951103,Sachsen,745
-18.837494,-24.43682,Hessen,746
25.254772,-48.282642,Sachsen Anhalt,747
-31.405704,-20.290657,Nordrhein Westfalen,748
-45.84888,68.55359,Rheinland Pfalz,749
-49.815826,-44.107746,Bayern,750
-51.86782,9.812153,Nordrhein Westfalen,751
-48.508636,22.301403,Nordrhein Westfalen,752
46.121513,60.341896,Nordrhein Westfalen,753
39.912285,57.354015,Thueringen,754
79.36258,-35.04211,Thueringen,755
78.06527,57.00386,Nordrhein Westfalen,756
-52.51639,-22.85407,Baden Wuerttemberg,757
-68.78901,14.712123,Baden Wuerttemberg,758
7.1933365,23.98296,Nordrhein Westfalen,759
4.557975,-63.273678,Berlin,760
72.53985,-25.42666,Berlin,761
-83.81855,-43.58118,Baden Wuerttemberg,762
-43.479874,-2.1018562,Schleswig Holstein,763
-87.2812,-39.55246,Rheinland Pfalz,764
46.264576,55.178215,Baden Wuerttemberg,765
-52.058487,-23.286348,Bayern,766
-64.81773,28.599152,Schleswig Holstein,767
79.90428,-4.2824426,Schleswig Holstein,768
74.51217,48.9832,Nordrhein Westfalen,769
-59.715622,9.359873,Nordrhein Westfalen,770
9.984872,-46.325058,Bayern,771
-73.72362,-5.949221,Hamburg,772
-21.4735,5.5220537,Hessen,773
-28.766485,19.767027,Schleswig Holstein,774
46.60721,50.474346,Bayern,775
-45.969032,34.857124,Nordrhein Westfalen,776
-58.068596,-51.552795,Baden Wuerttemberg,777
-41.72649,6.274276,Bayern,778
-12.676606,68.52195,Sachsen,779
-35.428295,66.55331,Sachsen,780
-50.676956,7.045301,Sachsen Anhalt,781
-4.008932,-1.8787583,Rheinland Pfalz,782
-23.968695,-5.326328,Thueringen,783
35.736866,43.762127,Nordrhein Westfalen,784
-8.328029,-25.530796,Nordrhein Westfalen,785
-38.387043,39.711952,Sachsen Anhalt,786
78.43019,-33.782555,Sachsen,787
93.436874,0.6119526,Berlin,788
-91.06364,18.225113,Baden Wuerttemberg,789
9.866764,-62.255,Hessen,790
32.407055,-50.57247,Nordrhein Westfalen,791
16.031261,53.218327,Nordrhein Westfalen,792
-59.667675,-0.7550142,Nordrhein Westfalen,793
-91.08214,18.214497,Sachsen,794
-60.65449,-32.836926,Nordrhein Westfalen,795
-15.176534,63.33597,Nordrhein Westfalen,796
-54.78084,-51.046326,Bayern,797
-12.384915,67.63062,Sachsen,798
71.436516,-42.5545,Nordrhein Westfalen,799
-48.233162,-13.440699,Rheinland Pfalz,800
-60.233837,-4.341439,Schleswig Holstein,801
1.7599847,-30.172247,Schleswig Holstein,802
15.861968,36.77327,Hessen,803
-38.064907,-68.39923,Bayern,804
16.748945,37.558353,Bayern,805
-6.950956,27.055927,Bayern,806
77.297005,-45.955845,Hessen,807
16.572784,21.77175,Sachsen,808
67.863106,-19.512371,Nordrhein Westfalen,809
-39.3108,-16.646606,Rheinland Pfalz,810
-87.340454,-11.128026,Schleswig Holstein,811
-42.933456,69.132225,Sachsen,812
-35.471916,6.324503,Baden Wuerttemberg,813
62.75114,-28.63849,Thueringen,814
36.114994,64.88341,Bayern,815
-27.646748,17.591896,Nordrhein Westfalen,816
94.967285,0.39460418,Berlin,817
-14.190072,29.978128,Hessen,818
-36.24408,-25.452375,Schleswig Holstein,819
77.00652,57.373676,Bayern,820
15.5404625,-34.21221,Berlin,821
45.79606,41.295876,Schleswig Holstein,822
-68.19659,-3.0720434,Schleswig Holstein,823
-15.261442,-12.943061,Schleswig Holstein,824
-49.06159,-61.59437,Bayern,825
65.49249,-30.914663,Nordrhein Westfalen,826
93.63142,-6.4514456,Berlin,827
-68.42284,27.28186,Sachsen Anhalt,828
-42.08462,8.055208,Hessen,829
-17.099562,33.245117,Sachsen,830
83.32474,-1.2620777,Nordrhein Westfalen,831
2.2298818,-29.851942,Hessen,832
-28.555595,8.405125,Rheinland Pfalz,833
-44.72699,14.854582,Berlin,834
-24.926348,-1.8476458,Nordrhein Westfalen,835
-42.234463,69.01485,Sachsen,836
-81.078354,8.3652935,Hessen,837
25.278803,27.7162,Thueringen,838
-79.36154,33.04019,Berlin,839
-16.101963,68.757706,Niedersachsen/Bremen,840
-85.70889,32.08802,Sachsen,841
93.10592,-0.46437067,Bayern,842
56.195873,-60.47704,Berlin,843
-40.31692,39.148346,Nordrhein Westfalen,844
-34.75265,-78.848755,Nordrhein Westfalen,845
50.84749,57.240353,Nordrhein Westfalen,846
16.954477,10.493762,Nordrhein Westfalen,847
7.813209,12.539885,Baden Wuerttemberg,848
26.586845,-29.58153,Niedersachsen/Bremen,849
-27.617537,-8.660895,Nordrhein Westfalen,850
2.4921975,-17.178633,Bayern,851
-43.59134,34.559555,Hessen,852
64.784515,-39.232033,Baden Wuerttemberg,853
-21.465923,-54.35631,Sachsen,854
-25.031553,41.496452,Baden Wuerttemberg,855
14.91484,-52.59605,Hamburg,856
54.239693,30.110897,Hessen,857
-37.618336,25.714695,Bayern,858
26.955452,-61.326805,Bayern,859
-50.380543,-23.212719,Hamburg,860
-90.35235,-40.383495,Rheinland Pfalz,861
42.59675,59.60273,Schleswig Holstein,862
8.059806,-2.6337354,Schleswig Holstein,863
-39.11884,37.38853,Baden Wuerttemberg,864
23.985943,-63.95858,Nordrhein Westfalen,865
16.283867,18.200815,Hessen,866
-86.89298,-10.590759,Schleswig Holstein,867
54.948746,53.664494,Hessen,868
-19.549847,29.697937,Sachsen,869
41.711636,-30.671726,Berlin,870
-37.15306,-35.15935,Hessen,871
65.25882,-33.93972,Nordrhein Westfalen,872
-84.4256,21.369976,Sachsen,873
-39.88387,-19.94985,Niedersachsen/Bremen,874
-48.774765,-2.9240096,Rheinland Pfalz,875
10.155517,80.220825,Sachsen Anhalt,876
-35.56624,-2.4726892,Schleswig Holstein,877
70.09959,-37.61227,Sachsen Anhalt,878
-85.0952,-43.381702,Bayern,879
21.29585,-17.29164,Baden Wuerttemberg,880
-43.99622,22.831823,Nordrhein Westfalen,881
29.124525,-60.657665,Nordrhein Westfalen,882
-72.16162,22.18112,Nordrhein Westfalen,883
-60.894936,-14.492315,Bayern,884
-20.382929,-16.947977,Nordrhein Westfalen,885
-10.852884,11.250209,Nordrhein Westfalen,886
16.434452,34.337383,Hessen,887
50.624966,33.791695,Schleswig Holstein,888
-70.50228,12.002373,Sachsen Anhalt,889
-27.328655,-24.526602,Bayern,890
17.401604,9.375153,Nordrhein Westfalen,891
-6.6885605,68.77512,Sachsen,892
9.449194,9.704269,Bayern,893
60.697803,-28.751678,Nordrhein Westfalen,894
78.369,-41.17633,Baden Wuerttemberg,895
5.6629252,-48.87123,Schleswig Holstein,896
-60.51648,-55.688393,Rheinland Pfalz,897
-34.26657,72.97334,Thueringen,898
-27.421606,46.26891,Sachsen,899
5.664508,9.775087,Bayern,900
17.411716,-24.34104,Schleswig Holstein,901
-37.824043,-64.905685,Bayern,902
81.31257,-40.38215,Bayern,903
-29.934464,-0.6618824,Bayern,904
61.289227,-39.494804,Nordrhein Westfalen,905
76.82638,-4.855718,Hessen,906
-45.13142,-16.593225,Nordrhein Westfalen,907
-45.98187,43.681618,Hessen,908
69.94009,57.17199,Bayern,909
-29.576881,9.480388,Sachsen Anhalt,910
67.5725,-32.107765,Schleswig Holstein,911
-44.681053,-23.667297,Schleswig Holstein,912
87.39933,-27.438725,Rheinland Pfalz,913
55.58928,66.01589,Schleswig Holstein,914
47.3727,8.683173,Bayern,915
-44.416718,-22.961573,Nordrhein Westfalen,916
-6.593318,60.892654,Nordrhein Westfalen,917
-71.32588,0.39621338,Sachsen,918
-26.467793,41.24431,Bayern,919
-9.397042,-4.234627,Bayern,920
68.59208,-11.473031,Sachsen,921
10.652122,-63.41441,Nordrhein Westfalen,922
-52.981953,-17.446463,Berlin,923
-37.602825,32.229374,Nordrhein Westfalen,924
51.84426,30.2582,Baden Wuerttemberg,925
36.4468,13.419915,Nordrhein Westfalen,926
-16.04717,-24.276443,Nordrhein Westfalen,927
47.86083,41.39151,Nordrhein Westfalen,928
-37.34697,15.280949,Schleswig Holstein,929
-32.28715,-26.992489,Nordrhein Westfalen,930
-2.8124838,-77.50573,Schleswig Holstein,931
33.966305,48.51676,Bayern,932
-13.695995,66.348526,Sachsen,933
4.245977,35.11431,Nordrhein Westfalen,934
-43.715454,14.749966,Schleswig Holstein,935
15.9878435,-52.10858,Nordrhein Westfalen,936
25.753807,23.453566,Hessen,937
75.295654,-18.88833,Niedersachsen/Bremen,938
-34.763985,-20.82257,Nordrhein Westfalen,939
-7.8800015,12.054677,Sachsen,940
-35.44165,1.2003938,Bayern,941
-30.34569,-19.968971,Hessen,942
-19.921642,-6.2882037,Nordrhein Westfalen,943
2.7158356,-48.53744,Niedersachsen/Bremen,944
-84.20083,21.073904,Schleswig Holstein,945
-66.2218,13.753872,Rheinland Pfalz,946
73.207664,41.384476,Baden Wuerttemberg,947
10.297504,-12.233367,Baden Wuerttemberg,948
-54.074123,3.083155,Berlin,949
-47.77681,-0.08867592,Baden Wuerttemberg,950
23.818504,25.852987,Nordrhein Westfalen,951
-28.459322,-13.393442,Bayern,952
-19.949627,33.54573,Thueringen,953
40.697342,20.24475,Nordrhein Westfalen,954
-65.5827,-10.18058,Nordrhein Westfalen,955
-84.98076,-34.48444,Nordrhein Westfalen,956
-11.662453,70.06687,Berlin,957
-78.10117,16.635605,Berlin,958
-22.716768,60.51516,Berlin,959
17.876844,15.60346,Hessen,960
-24.43688,-3.9955816,Nordrhein Westfalen,961
-17.815048,-27.02454,Nordrhein Westfalen,962
11.029415,80.14883,Sachsen,963
64.78399,55.775635,Baden Wuerttemberg,964
34.714935,-22.494598,Hessen,965
-76.03902,17.144184,Nordrhein Westfalen,966
42.247395,62.300858,Nordrhein Westfalen,967
-12.9480915,45.376408,Sachsen,968
-69.38895,-52.339535,Baden Wuerttemberg,969
-26.815598,48.357265,Hessen,970
54.66789,40.48795,Thueringen,971
-80.05239,3.2369294,Sachsen Anhalt,972
-13.486025,-10.592258,Nordrhein Westfalen,973
86.080475,53.89244,Bayern,974
18.413015,25.617994,Nordrhein Westfalen,975
-8.4353075,61.331364,Nordrhein Westfalen,976
-22.557045,-33.900505,Bayern,977
17.215279,-33.022625,Sachsen,978
1.1935887,-32.759583,Thueringen,979
32.049915,-40.89376,Nordrhein Westfalen,980
33.138428,-40.78402,Sachsen Anhalt,981
32.020874,-27.632446,Sachsen,982
75.6605,62.57912,Nordrhein Westfalen,983
-22.024538,-18.920446,Nordrhein Westfalen,984
48.0996,49.181007,Baden Wuerttemberg,985
21.085154,-0.21242799,Nordrhein Westfalen,986
-23.784359,61.011417,Berlin,987
-53.761654,-16.636114,Schleswig Holstein,988
-15.624453,40.498955,Bayern,989
-33.452347,-19.024324,Sachsen,990
-36.286533,-21.387928,Nordrhein Westfalen,991
-27.883375,14.502692,Nordrhein Westfalen,992
29.021523,62.262604,Sachsen,993
-48.361507,35.780594,Nordrhein Westfalen,994
74.15484,-31.996944,Sachsen,995
-16.320837,33.73571,Sachsen,996
-64.02914,-40.226227,Hessen,997
-33.602196,19.55782,Baden Wuerttemberg,998
47.962917,59.608475,Sachsen,999
66.18327,31.820265,Bayern,1000
-51.74517,-30.873371,Thueringen,1001
-32.631493,-35.083866,Berlin,1002
31.318224,63.232136,Nordrhein Westfalen,1003
-59.489765,-31.953543,Bayern,1004
-36.717613,-15.129339,Nordrhein Westfalen,1005
54.007286,28.0714,Sachsen Anhalt,1006
2.199663,-36.18665,Schleswig Holstein,1007
-59.267876,-2.2681081,Hamburg,1008
-37.958168,26.416615,Bayern,1009
54.472336,39.260803,Schleswig Holstein,1010
63.056458,30.544584,Nordrhein Westfalen,1011
-1.4025079,-15.641043,Bayern,1012
-83.51636,-36.85787,Nordrhein Westfalen,1013
58.50006,66.01062,Nordrhein Westfalen,1014
2.35232,33.124702,Rheinland Pfalz,1015
-51.02333,22.614855,Nordrhein Westfalen,1016
41.551136,-31.12034,Sachsen,1017
60.507454,-58.12373,Berlin,1018
64.2456,48.59524,Bayern,1019
71.65124,-45.4039,Hessen,1020
77.87136,-46.59687,Berlin,1021
-15.908742,-30.61162,Nordrhein Westfalen,1022
-22.70965,-56.320477,Sachsen,1023
-32.919743,-20.073553,Schleswig Holstein,1024
21.398142,-54.276226,Rheinland Pfalz,1025
50.47538,57.335194,Nordrhein Westfalen,1026
89.78184,51.629734,Bayern,1027
-61.058918,-28.349665,Nordrhein Westfalen,1028
-43.80219,71.285515,Sachsen Anhalt,1029
-86.423805,30.03251,Sachsen Anhalt,1030
-51.75718,6.2767467,Nordrhein Westfalen,1031
56.41351,66.041176,Sachsen Anhalt,1032
81.10088,-3.7386847,Berlin,1033
-35.728287,66.943436,Sachsen,1034
-67.83822,31.324596,Sachsen,1035
-46.335907,-71.53081,Nordrhein Westfalen,1036
5.6250606,-47.88996,Nordrhein Westfalen,1037
-39.70461,-16.801006,Bayern,1038
55.307507,29.928123,Nordrhein Westfalen,1039
48.131844,52.734676,Nordrhein Westfalen,1040
7.731313,7.5493226,Bayern,1041
-81.36566,-37.319332,Nordrhein Westfalen,1042
56.406746,-61.77529,Sachsen Anhalt,1043
17.255272,14.345645,Baden Wuerttemberg,1044
26.876629,-15.397601,Schleswig Holstein,1045
63.030495,-27.86037,Sachsen Anhalt,1046
-60.621468,-27.172144,Nordrhein Westfalen,1047
5.049783,24.139578,Schleswig Holstein,1048
-70.361336,-50.057255,Bayern,1049
15.935998,28.358503,Hessen,1050
27.24441,59.813766,Baden Wuerttemberg,1051
19.569778,28.660818,Nordrhein Westfalen,1052
84.834305,-21.13916,Niedersachsen/Bremen,1053
-0.69229066,39.26814,Schleswig Holstein,1054
37.004673,-43.556465,Berlin,1055
-41.48439,-50.241634,Bayern,1056
-43.20341,-14.965196,Schleswig Holstein,1057
5.4816437,35.032845,Nordrhein Westfalen,1058
72.61399,-29.203724,Hamburg,1059
21.040848,27.727072,Nordrhein Westfalen,1060
22.894505,-65.0335,Baden Wuerttemberg,1061
6.9294586,20.053358,Rheinland Pfalz,1062
-77.3356,-3.344685,Hamburg,1063
69.77918,-40.657127,Nordrhein Westfalen,1064
-87.81631,-38.392925,Bayern,1065
80.33042,-41.08407,Nordrhein Westfalen,1066
-46.511974,-11.138543,Bayern,1067
-47.444298,-64.59988,Baden Wuerttemberg,1068
-19.934399,28.513369,Thueringen,1069
12.327181,-49.3448,Niedersachsen/Bremen,1070
8.27239,10.173895,Schleswig Holstein,1071
-0.01485976,45.029892,Nordrhein Westfalen,1072
25.515966,28.918457,Nordrhein Westfalen,1073
-27.96734,-23.74261,Sachsen,1074
80.07552,-43.48072,Berlin,1075
-80.17047,-37.782,Nordrhein Westfalen,1076
-46.974506,35.469784,Nordrhein Westfalen,1077
-8.118701,27.843641,Baden Wuerttemberg,1078
67.605606,52.491325,Hessen,1079
73.32221,49.867897,Bayern,1080
-42.85672,72.02731,Berlin,1081
3.5005763,-48.525936,Sachsen,1082
-43.37185,-57.682247,Hessen,1083
-0.6791023,-14.489419,Hessen,1084
22.233376,-14.030402,Berlin,1085
26.096304,53.525063,Hessen,1086
-31.753149,-10.210527,Niedersachsen/Bremen,1087
-18.39018,34.45588,Nordrhein Westfalen,1088
80.00925,-34.657124,Nordrhein Westfalen,1089
-13.467564,34.7494,Sachsen,1090
32.169884,-27.576225,Schleswig Holstein,1091
87.33999,55.744125,Bayern,1092
54.097023,-30.24666,Sachsen,1093
-44.378548,-65.97488,Bayern,1094
-51.125595,-48.997265,Thueringen,1095
-24.681751,-1.0358398,Nordrhein Westfalen,1096
71.64516,-31.796955,Rheinland Pfalz,1097
-71.24417,23.053486,Sachsen,1098
50.78736,53.268856,Schleswig Holstein,1099
-51.52512,22.682901,Nordrhein Westfalen,1100
69.96288,-17.043509,Schleswig Holstein,1101
64.23159,28.103058,Bayern,1102
-47.0066,-45.76479,Hessen,1103
-28.933994,-22.266953,Bayern,1104
-58.306717,-49.800404,Nordrhein Westfalen,1105
-40.65371,33.29004,Schleswig Holstein,1106
-21.973795,-42.1777,Bayern,1107
-48.12828,64.13813,Sachsen,1108
-35.830795,30.98217,Bayern,1109
-68.46351,9.049897,Berlin,1110
-36.095757,32.213425,Nordrhein Westfalen,1111
75.72532,-4.1402664,Nordrhein Westfalen,1112
-19.894022,-6.3119826,Schleswig Holstein,1113
89.561646,3.6636639,Hamburg,1114
-42.422695,-31.955696,Hessen,1115
